product_name,rating,cleaned_review,Sentiment,Sentiment_Score
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,people told buy phone cause lots heating issues bought anywayyes heat time time youre using phone charging playing heavy games heat much people describe warm thats itand satisfied gaming performance phonethe battery life also badi heavy user played games always active social media still last whole day read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,design pixel 8 compact design making easier hold use onehanded display display higher refresh rate 120hz providing smoother visual experience camera camera takes excellent photos good lowlight performance battery charge phone 50 30 minutes using 30w pd charger google 5 6 hours screen time performance good normal users needs pure android ui smooth display working cons good fo read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,best phone best camera,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,worth amount spend phone good phone bbd sale price wouldnt much phone cameras pro phone gets heated moderate usages,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,excellent device always using google pixel devices since pixel 1 thanks google pixel lineup,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,one underrated smartphone india say bought bbd sales 50 offer man love nothing would complain price smartphone brand provide features like 1 7 years software update u kidding 2 camara wow nothing say 3 size looks build quality premium features perfect 4 40k 256gb one really banger 5 software top notch may best sof read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,nice one,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,worth product sale price,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,overall good mobile price range,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,good experience software got 49k think fair price device top camera experience upgrading 6a loving,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,point time lots offers available recommended buy fan android,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,4th pixel phone overall used pixel 2 pixel 4a pixel 6pro still using pixel 8 expected one also good use really loved new circle search feature,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,go love google cleanest android camera settings one kind,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,ai pixel seems better iphone areas overall good phone ai adjusts usage battery backup much better,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,product good battery performance low,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,till today smooth good use worth camera superb battery backup better previous generation,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,good except heating,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",3,everything good except heating issue battery drain even simple call gots heat like 45 degree,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,4th pixel phone overall used pixel 2 pixel 4a pixel 6pro still using pixel 8 expected one also good use really loved new circle search feature,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,good,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",5,pixel keeps getting better better,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",4,phone deserves place market pros camera quality improved sensor technology enhances photo video quality smooth performance enhanced processor ram deliver seamless multitasking gaming experience enhanced security features advanced security measures data protection privacy smart features like personal safety integration ai adaptive battery usage cons terrible charging speed even compared phones 2021 design r read,Positive,1
"Google Pixel 8 (Hazel, 256 GB) Reviews",2,heating issue,Neutral,0
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,excellent phone great display performance camera ticks almost boxes faced heating issues first 2 days updates happening cons battery life first 2 days even lasting one day improved lasting one day barely,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,nice,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,awesome displayoutstanding could better performancebest,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,excellent product,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,bought mom far good bezel thick overall performance good camera good,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,battery last max day moderate use rest best,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,brought samsung galaxy s23 fe 15 days ago camera quality good battery last 1 touch quite soft overall gives premium look nice phone,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,standing performance camera display battery mark also little bit heat,Negative,-1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",3,camera side super ok battery performance bad im charging mobile twice daily mobile heating one oth major problem mobile cant bear heat due back side glass use glash also get heated within minutes design ok touch screen much adaptive display also goodif samsung overcome issues best phone ever otherwise waste money per opinion,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",3,battery worst,Negative,-1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",3,overall phone good normal use theres heating issue use long time,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,good mobile regret buying ai features worth metioning battery little low thats good price camera awesome processor also good,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,battery drains fastbut features top notchthis first samsung mobilei satisfied,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,cant tell quality flipkart gives price range good phone camera excellent top quality performance one beat awesome,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,samsung galaxy s23 fe 128gb variant delivers almost flagshiplevel experience stunning display powerful performance versatile camera system significant drawback battery life might suffice power users nevertheless seeking highquality smartphone reasonable price galaxy s23 fe compelling choice offers great value moneyoverall despite battery backup issue experience samsung galaxy s23 f read,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,camera awesome loved want buy camera dont hesitate design mind blowing,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",3,phone shouldnt sold col regions mean heat produced phone could warm entire village,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,nice product whole dont play games battery lasts around 36 hours,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,pros 1 camera flagship level 2 display excellent 3 sound decent 4 softwareui excellent cons 1 battery life poor requires charged 2 times day m51 previously easily lasted 2 days medium usage even 3 years one step 2 phone gets heated medium usage excluding gaming still manageable,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,phone fully functional meets expectations im fully satisfied especially night photography however theres heating issue think due exynos processor one suggestion youre planning get s23 fe id recommend waiting months snapdragon version itll worth wait,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,overall good phone regular usage premium feel fantastic display fantastic speakers fantastic camera bezels little thick wont bother regular usage phone meant gaming,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,phone good overall camera top notch best camera segment display marvelous processor good reason rated 4 stars heating problem yes phone gets hot even u simple tasks battery good think samsung could better would still advice u buy phone keep heating issue mind,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,look design phone quite premium performance phone great display quality good smooth camera quality amazing battery backup heating problem little bit poor,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,love everything phone except battery drains fast put phone power saving use day work otherwise best cameras mindblowing,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,display 55 camera 55 performance 455 look 55 battery 45,Neutral,0
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,overall good phone except heating issues,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,camera good mobile heating issue,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,best phone 40k,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,quality wise disappoint good build gives premium feeling camera ultimate hero phone battery also good normal usage wont see drawback performance also decent one ui 61 comes good features cant see price segment mobiles thank,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,excellent camera quality price battery life quite short especially using camera overall great value money,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",3,camera display good phone heats lot battery drains quickly,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,honest review camera 4 battery 3 display 4 design 5 performance 4,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,good battery performance goodlooks good performance good camera good design good improve battery performance,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,camera quality amazing performance good reviewing 3 months design premium little heating issues using overall satisfied product,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,nice love,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,best performance phone everybody says battery good true 20 days using say good battery sot 3 4 hrs daily simulator games social media last day battery remaining 30 35 charge phone 1 time 24 hrs overall good package go,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,night mode awesome battery drain faster using hotspot gaming,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,pros 1very vibrant amoled display like apple 1400nits display enough daylight 2 camera awesome innovative 12mp camera super useful takes beautiful potraits like apple iphone 3gives premium feel hand price range 4outstanding display gorilla glass 5 protection sides 5battery last upto 1day moderate use 6switching apps super easy without lags 6bluetooth wifi connectivity fast c read,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,bbd 2024 ratings 15000 71024 reveiws crossed 32000 suggeted settings reduce heating battery drain issue 1 update latest software 2 use dark mode possible black wallpaper amoled blacks reduce battery consumption 3 battery protection 4 battery saving 5 performance profile normal enough daily use gaming setting automatocally changes max performance 6 screen ca read,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,good battery much satisfactory,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,good quality good camara phone hitting issue,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,phone samsung galaxy s23 fe really good sleek design handy camera performing outstanding adapter charger box sim ejector pin charging cable would come device,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,everything perfect except battery performance,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",2,mobile device experiencing elevated temperature reaching approximately 44 degrees celsius even limited usage watching fiveminute video regrettably appears lack adequate support flipkart addressing issue consequently recommend product based aforementioned concerns,Negative,-1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,everything thing device good camera awesome manage battery efficiently going give good backup original charger charge fastbut dont know manage battery efficiently face battery backup issue know efficiently use phone phone never heatbut dont know use efficiently face heating issue display fantastic build quality goo read,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,good quality camera quality,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,good mobile,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,nice phone heating issue,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,great,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,camera phone,Neutral,0
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,ive using phone 15 months im super impressed camera solid 495 performance speedy 475 battery life bit letdown 355 lasts 1012 hours normal use charges fast 0 100 1 hour 20 minutes galaxy ai features also amazing heating issue beginning update problem solved id give phone 455 rating,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,best phone 36 k budget overall fells flagship phone hand use nice picture quality battery backup low full charge used maximum 5 6 hours daily task use ovell best best phone,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,23 fe amazing display smoothness day day task heavy small small features enhances experience like galaxy ai aod etc however battery warming issue tends one problems needs considered buying product youre someone uses phone alot throughout day need charge phone twice day thing also needs considered buying kind heavy weighted overall expe read,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,writing review 15 days buying bbd sale price 28k overall good phone issue battery drain 2 times charging need daysome heating issue normal like phones,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,camera good heating issue buy gaming,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,phone design nic everything good battery good others phone camera video best performance,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,using 2months never faced lag performance cons except battery,Neutral,0
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,battery drains faster heavy weight camera os good fast charging,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,camera good captures clear pictures modes build also solid slight problem phone getting hang observed couple times battery backup upto mark issues,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,camera superb battery decent hai 30k best mobile time worth buy,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,im impressed new samsung galaxy s23 fe camera quality incredible photos videos never looked better battery life also amazing easily go day without needing recharge plus design sleek stylish overall im extremely happy purchase would definitely recommend phone anyone looking great android device samsunggalaxys23fe newphonewhodis galaxys23fe,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,battery backup performance bad,Negative,-1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,camera good battery dispointed,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,type phone super work,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,go everything best initially heating issue update normal battery performance great bad wellfor normal user need charge twice day,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,html programming run smoothly,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",3,s23 fe ok design performance okay battery optimization one worst segment expect 455 hrs sot average gets warm basic stuff updates downloads big file size gets hot unable hold hands specially form edges,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,osm product,Neutral,0
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,upgraded samsung m21 kept feeling amazed entire migration process samsung really refined smart switch utility extent new phone exact replica old one phone bit heavier side mainly due metal parts battery feels top notch premium performs buttery smooth note slippery glass sides good idea case ready comes camera stella read,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",3,camera super battery worst one day backup u r using watch connected via bluetooth u need charge 600 pm fully charged morning,Negative,-1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",2,battery worst u charge twice everyday even normal use heats alot please dont buy phone,Negative,-1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,feels premium hand clicks amazing photos camera beast features also next level price range problem battery need charge twice day hope resolved updates,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,samsung s23 fe solid phone several standout features camera quality impressive capturing detailed vibrant photos premium look feel sound quality excellent performancewise handles tasks efficiently smoothly however battery life downside requires charging least twice day pros camera excellent quality producing detailed vibrant photos design premium look feel sound quality clear robus read,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,samsung s23fe best phone 30k flagship phone writing review 4 days rating 810 camera 910 display 910 build quality 910 battery 410 caus drain fastly using full day need charge twice day phone highly recommend phone experience high level ai features,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,galaxy s23 fe awesome phone performance good camera awesome battery good overall nice phone,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,mobile looking beautiful,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",3,battery pathetic expected price point better go iphone,Negative,-1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,camera gooddesign goodperformance goodbut battery backup goodneed charge twice daythere heating problem,Neutral,0
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,heat issue photos great outdoor,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,phone perfect two plus points two negative points positive 1 camera excellent budget segment 2 design build quality top notch negative 1 battery drains quickly 2 heating issue overall good phone,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,excellent camera design battery draining quick,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,one bad things heating issuesaffecting batteryi know vapour cooling chamber aluminum frame manage thats aluminum frame shocks skin simple usage heats lot think exynos cause camera ui galaxy ai something cover ups whole proper settings save battery backup,Negative,-1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,samsung s23 fe best version never seen drawback battery camera outstanding love design feels like phone al applications awesome,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,"bought s23 fe 256 gb variant camera display ui awesome processor decent gamers battery backup average overall good device fill warm first 3,4 days becomes normal",Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,everything good phone except heating issue bothering,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",4,battery drain easily touch good camera iike iphone better used,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",2,slow charged quickly battery discharge,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",3,good camera pleasant colours nice hold turns iron box used pathetic battery,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",3,camera priority dont like iphone go otherwise battery processor performance much,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",3,product good wanted send gift someone flipkart dont give facility,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,things good battery performance good samsung smartphone,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,type phone super work,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,camera display quality awesome battery need improve better design premium feel good hand im rating 75 10 heating bit,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,samsung s23 fe best mobile heating battery drone,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,great performance,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,lookwise good performance price top notch display quality good display brightness awsome camara average battery backup wow network connectivity good got ruppes 12500 decent device daily usages overall experience satisfied,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good luking heavy battery backup,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,front selfie camera,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,bought phone brother loved colour phone 13k good phone everyday use camera 4 display 5 sound 5 performance 4 overall 4,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,processer good looks good camera average heating charging,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,best mobile price rangedont think go itand btw camera quality speaker quality amazing loud stereo speakers slim phone crimson bliss colour besta special thanks vivo,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone look smart choice 5g super fast,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,battery 1010 camera 610 performance 710,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,sound quality awesome dual speaker,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nic,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,wonderful product vivo snapdragon 6 gen1 processor totally lag free smooth performance cameras night mode loved price range dual stereo speaker worked properly loudness battery massive like 2 days run normal use overall satisfy producthappy shopping flipkart,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,best choice nice experience overall good phone,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,features amazing laging awesome looks,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,vivo t3x 5g fantastic smartphone delivers excellent performance price 5g connectivity ensures superfast internet speeds great streaming gaming browsing without lag display vibrant sharp making videos images look stunning battery life impressive lasting easily day heavy use fast charging bonus camera quality topnotch capturing detailed vibrant photos even low light overall read,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,fully satisfied vivo t3x light weight superior design thanks flipkart,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,excellent superb performances mobile phone fantastic go one best mobile vivo,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,camera working properly portrait mode photo quality becomes bad portrait mode,Negative,-1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice pic good best camera good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,super,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",3,recently bought model performance battery life wise mobile excellent design display good camara quality poor audio sound quality worst suggest mobile lite use u buy parents,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,rear camera awesome front camera average rest ok,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,best,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,reviews vivo t3x 5g generally positive noting battery life performance design however also mention average lowlight camera lack ultrawideangle lens insights reviews battery lifevivo t3x 5g large battery offers allday battery life performancevivo t3x 5g blazingfast performance designvivo t3x 5g unique design cameracamera quality top notch others say back camer read,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,value money battery good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,value money,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,value money,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone price range powerful processer,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,fabulous phone awesome brand gjbbb battery back mast camera brand brand,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,going buy must buy buy 6gb 128gb version 4gb version heats much camera 1010 display 109 multiple tasking 1010 battery 1110 performance 1010 charging fast less bloat wares,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,best phone,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,awesome,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,performance good finethanks filpcart,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice products vivo t3x nice products nice products,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",3,mobile mark performance gud cameras decent apps frozen sometimes mobile hanging gud mobile price range,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,battery good display 109 camera 109 design 1010,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",3,nice phone camera worst upset price buyed previously used vivo 1820 lot features camera 13 mp picture quality good even zoomed compared oppo motorola contacts phone dial page changed,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",3,camera could improved per price range performance looks battery expected price,Negative,-1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good mobile better sound experiences good quality mobile,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,camera good 6000 mah battery like 4500 mah battery display price good design awesome performance price awesome,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,best model ese use app vivot3 ese user,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,amazing product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,performance fabulous,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,good device buy must,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice nice,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,wonderful performance 4nm processor high camera quality,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,120hz smooth phone best gaming battery backup also good camara also good price range rest good best phone price segment,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good battery backup,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,camera 4 5 battery 5 5 display 5 5 design 5 5 performance 5 5 fact charging available opinion use 7 days love pohe highly recommended product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,best product battery performance high,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,phone nice cemara average battery nice overall good phone,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,product good like battery processor performance hate selfie camera bad totally garbage selfie camera,Negative,-1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good quality camara,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,great looking great battery great design overall budget friendly compact,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,awesome using 5 day review phone good guys buy product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,hope department makes degine performance good budgesti want mobiles well functioning system,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,price nice mobile,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice mobile sound super,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone vivo t3x,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good design,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,good mobile price range performance overall good like mobile,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,every thing fine play heavy gaming like cod bgmi new state extreme phone hot,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good like design 6gen rate high compare 6gb ram,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,great phone price point great performance heating issue great design battery lasts 1 half dayonly front camera average 8 mp display super amoled,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nic mobile,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,product good camera quality nice,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone mobile slime performance bes battery backup good overall value money,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,excellent mobile parfomance good battery ok camera front little bit improve,Positive,1
